,pgn,uci,name,wdl
1167,"['d4', 'f5', 'g4', 'fxg4', 'e4', 'd5', 'Nc3']","['d2d4', 'f7f5', 'g2g4', 'f5g4', 'e2e4', 'd7d5', 'b1c3']","Dutch Defense: Krejcik Gambit, Tate Gambit",
1168,"['d4', 'f5', 'g3', 'Nf6', 'Bg2', 'e6', 'Nh3']","['d2d4', 'f7f5', 'g2g3', 'g8f6', 'f1g2', 'e7e6', 'g1h3']",Dutch Defense: Blackburne Variation,
1169,"['d4', 'f5', 'g3', 'g6', 'Bg2', 'Bg7', 'Nh3']","['d2d4', 'f7f5', 'g2g3', 'g7g6', 'f1g2', 'f8g7', 'g1h3']","Dutch Defense: Leningrad Variation, Karlsbad Variation",
1170,"['d4', 'f5', 'e4', 'fxe4', 'Nc3', 'Nf6', 'f3']","['d2d4', 'f7f5', 'e2e4', 'f5e4', 'b1c3', 'g8f6', 'f2f3']",Dutch Defense: Blackmar's Second Gambit,
1171,"['d4', 'f5', 'e4', 'fxe4', 'Nc3', 'Nf6', 'g4']","['d2d4', 'f7f5', 'e2e4', 'f5e4', 'b1c3', 'g8f6', 'g2g4']","Dutch Defense: Staunton Gambit, Tartakower Variation",
1172,"['d4', 'f5', 'e4', 'fxe4', 'Nc3', 'Nf6', 'Bg5']","['d2d4', 'f7f5', 'e2e4', 'f5e4', 'b1c3', 'g8f6', 'c1g5']",Dutch Defense: Staunton Gambit,
1173,"['d4', 'e6', 'c4', 'f5', 'g3', 'Nf6', 'Bg2']","['d2d4', 'e7e6', 'c2c4', 'f7f5', 'g2g3', 'g8f6', 'f1g2']",Dutch Defense: Classical Variation,
1174,"['e4', 'Nc6', 'd4', 'e5', 'dxe5', 'Nxe5', 'Nc3']","['e2e4', 'b8c6', 'd2d4', 'e7e5', 'd4e5', 'c6e5', 'b1c3']","Nimzowitsch Defense: Kennedy Variation, Keres Attack",
1175,"['e4', 'Nc6', 'd4', 'e5', 'dxe5', 'Nxe5', 'Nf3']","['e2e4', 'b8c6', 'd2d4', 'e7e5', 'd4e5', 'c6e5', 'g1f3']","Nimzowitsch Defense: Kennedy Variation, Paulsen Attack",
1176,"['e4', 'Nc6', 'd4', 'd5', 'exd5', 'Qxd5', 'Nc3']","['e2e4', 'b8c6', 'd2d4', 'd7d5', 'e4d5', 'd8d5', 'b1c3']","Nimzowitsch Defense: Scandinavian Variation, Exchange Variation, Marshall Gambit",
1177,"['e4', 'Nc6', 'd4', 'd5', 'Nc3', 'dxe4', 'd5']","['e2e4', 'b8c6', 'd2d4', 'd7d5', 'b1c3', 'd5e4', 'd4d5']",Van Geet Opening: Berlin Gambit,
1178,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qa5', 'b4']","['e2e4', 'd7d5', 'e4d5', 'd8d5', 'b1c3', 'd5a5', 'b2b4']","Scandinavian Defense: Main Line, Leonhardt Gambit",
1179,"['e4', 'd5', 'exd5', 'Nf6', 'd4', 'Bg4', 'Nf3']","['e2e4', 'd7d5', 'e4d5', 'g8f6', 'd2d4', 'c8g4', 'g1f3']","Scandinavian Defense: Portuguese Gambit, Classical Variation",
1180,"['e4', 'd5', 'exd5', 'Nf6', 'd4', 'Bg4', 'Be2']","['e2e4', 'd7d5', 'e4d5', 'g8f6', 'd2d4', 'c8g4', 'f1e2']","Scandinavian Defense: Portuguese Gambit, Wuss Variation",
1181,"['e4', 'Nf6', 'Nc3', 'd5', 'd3', 'dxe4', 'Bg5']","['e2e4', 'g8f6', 'b1c3', 'd7d5', 'd2d3', 'd5e4', 'c1g5']","Alekhine Defense: Scandinavian Variation, Myers Gambit",
1182,"['e4', 'Nf6', 'Nc3', 'd5', 'e5', 'Nfd7', 'e6']","['e2e4', 'g8f6', 'b1c3', 'd7d5', 'e4e5', 'f6d7', 'e5e6']",Alekhine Defense: Spielmann Gambit,
1183,"['e4', 'Nf6', 'e5', 'Nd5', 'c4', 'Nb6', 'b3']","['e2e4', 'g8f6', 'e4e5', 'f6d5', 'c2c4', 'd5b6', 'b2b3']",Alekhine Defense: Steiner Variation,
1184,"['e4', 'Nf6', 'e5', 'Nd5', 'c4', 'Nb6', 'c5']","['e2e4', 'g8f6', 'e4e5', 'f6d5', 'c2c4', 'd5b6', 'c4c5']","Alekhine Defense: Two Pawns Attack, Lasker Variation",
1185,"['e4', 'Nf6', 'e5', 'Nd5', 'd4', 'd6', 'c4']","['e2e4', 'g8f6', 'e4e5', 'f6d5', 'd2d4', 'd7d6', 'c2c4']",Alekhine Defense,
1186,"['e4', 'Nf6', 'e5', 'Nd5', 'd4', 'd6', 'Bc4']","['e2e4', 'g8f6', 'e4e5', 'f6d5', 'd2d4', 'd7d6', 'f1c4']",Alekhine Defense: Balogh Variation,
1187,"['e4', 'Nf6', 'e5', 'Nd5', 'd4', 'd6', 'Nf3']","['e2e4', 'g8f6', 'e4e5', 'f6d5', 'd2d4', 'd7d6', 'g1f3']",Alekhine Defense: Modern Variation,
1188,"['e4', 'g6', 'd4', 'Bg7', 'Nc3', 'd6', 'f4']","['e2e4', 'g7g6', 'd2d4', 'f8g7', 'b1c3', 'd7d6', 'f2f4']",Modern Defense: Pseudo-Austrian Attack,
1189,"['e4', 'g6', 'd4', 'Bg7', 'Nc3', 'd6', 'Nf3']","['e2e4', 'g7g6', 'd2d4', 'f8g7', 'b1c3', 'd7d6', 'g1f3']",Modern Defense: Two Knights Variation,
1190,"['e4', 'g6', 'd4', 'Bg7', 'Nc3', 'c5', 'Be3']","['e2e4', 'g7g6', 'd2d4', 'f8g7', 'b1c3', 'c7c5', 'c1e3']","Pterodactyl Defense: Eastern, Anhanguera",
1191,"['d4', 'g6', 'e4', 'Bg7', 'Nc3', 'c5', 'd5']","['d2d4', 'g7g6', 'e2e4', 'f8g7', 'b1c3', 'c7c5', 'd4d5']","Pterodactyl Defense: Eastern, Benoni",
1192,"['e4', 'g6', 'd4', 'Bg7', 'Nc3', 'c5', 'dxc5']","['e2e4', 'g7g6', 'd2d4', 'f8g7', 'b1c3', 'c7c5', 'd4c5']","Pterodactyl Defense: Eastern, Rhamphorhynchus",
1193,"['e4', 'd6', 'd4', 'Nf6', 'Nc3', 'Nbd7', 'f4']","['e2e4', 'd7d6', 'd2d4', 'g8f6', 'b1c3', 'b8d7', 'f2f4']",Lion Defense: Anti-Philidor,
1194,"['e4', 'd6', 'd4', 'Nf6', 'Nc3', 'Nbd7', 'g4']","['e2e4', 'd7d6', 'd2d4', 'g8f6', 'b1c3', 'b8d7', 'g2g4']",Lion Defense: Bayonet Attack,
1195,"['e4', 'g6', 'd4', 'Bg7', 'Nf3', 'd6', 'c3']","['e2e4', 'g7g6', 'd2d4', 'f8g7', 'g1f3', 'd7d6', 'c2c3']",Modern Defense: Geller's System,
1196,"['e4', 'd6', 'd4', 'Nf6', 'Nc3', 'g6', 'Bg5']","['e2e4', 'd7d6', 'd2d4', 'g8f6', 'b1c3', 'g7g6', 'c1g5']",Pirc Defense: Byrne Variation,
1197,"['e4', 'd6', 'd4', 'Nf6', 'Nc3', 'g6', 'Bc4']","['e2e4', 'd7d6', 'd2d4', 'g8f6', 'b1c3', 'g7g6', 'f1c4']",Pirc Defense: Kholmov System,
1198,"['e4', 'd6', 'd4', 'Nf6', 'Nc3', 'g6', 'g3']","['e2e4', 'd7d6', 'd2d4', 'g8f6', 'b1c3', 'g7g6', 'g2g3']",Pirc Defense: Sveshnikov System,
1199,"['e4', 'd6', 'd4', 'Nf6', 'Nc3', 'g6', 'Nf3']","['e2e4', 'd7d6', 'd2d4', 'g8f6', 'b1c3', 'g7g6', 'g1f3']",Pirc Defense: Classical Variation,
1200,"['e4', 'd6', 'd4', 'Nf6', 'Nc3', 'g6', 'f4']","['e2e4', 'd7d6', 'd2d4', 'g8f6', 'b1c3', 'g7g6', 'f2f4']",Pirc Defense: Austrian Attack,
1201,"['e4', 'c6', 'c4', 'd5', 'cxd5', 'cxd5', 'Qb3']","['e2e4', 'c7c6', 'c2c4', 'd7d5', 'c4d5', 'c6d5', 'd1b3']","Caro-Kann Defense: Accelerated Panov Attack, Van Weersel Attack",
1202,"['e4', 'c6', 'Nf3', 'd5', 'exd5', 'cxd5', 'Ne5']","['e2e4', 'c7c6', 'g1f3', 'd7d5', 'e4d5', 'c6d5', 'f3e5']",Caro-Kann Defense: Apocalypse Attack,
1203,"['e4', 'c6', 'Nc3', 'd5', 'Nf3', 'dxe4', 'Ng5']","['e2e4', 'c7c6', 'b1c3', 'd7d5', 'g1f3', 'd5e4', 'f3g5']",Caro-Kann Defense: Hector Gambit,
1204,"['e4', 'c6', 'Bc4', 'd5', 'Bb3', 'dxe4', 'Qh5']","['e2e4', 'c7c6', 'f1c4', 'd7d5', 'c4b3', 'd5e4', 'd1h5']","Caro-Kann Defense: Hillbilly Attack, Schaeffer Gambit",
1205,"['e4', 'c6', 'Nc3', 'd5', 'd3', 'dxe4', 'Bg5']","['e2e4', 'c7c6', 'b1c3', 'd7d5', 'd2d3', 'd5e4', 'c1g5']",Caro-Kann Defense: Scorpion-Horus Gambit,
1206,"['e4', 'c6', 'g4', 'd5', 'Nc3', 'dxe4', 'd3']","['e2e4', 'c7c6', 'g2g4', 'd7d5', 'b1c3', 'd5e4', 'd2d3']","Caro-Kann Defense: Spike Variation, Scorpion-Grob Gambit",
1207,"['e4', 'c6', 'd4', 'd5', 'e5', 'Bf5', 'g4']","['e2e4', 'c7c6', 'd2d4', 'd7d5', 'e4e5', 'c8f5', 'g2g4']","Caro-Kann Defense: Advance Variation, Bayonet Attack",
1208,"['e4', 'c6', 'd4', 'd5', 'e5', 'Bf5', 'Ne2']","['e2e4', 'c7c6', 'd2d4', 'd7d5', 'e4e5', 'c8f5', 'g1e2']","Caro-Kann Defense: Advance Variation, Bronstein Variation",
1209,"['e4', 'c6', 'd4', 'd5', 'e5', 'Bf5', 'b4']","['e2e4', 'c7c6', 'd2d4', 'd7d5', 'e4e5', 'c8f5', 'b2b4']","Caro-Kann Defense: Advance Variation, Prins Attack",
1210,"['e4', 'c6', 'd4', 'd5', 'e5', 'Bf5', 'Nf3']","['e2e4', 'c7c6', 'd2d4', 'd7d5', 'e4e5', 'c8f5', 'g1f3']","Caro-Kann Defense: Advance Variation, Short Variation",
1211,"['e4', 'c6', 'd4', 'd5', 'e5', 'Bf5', 'h4']","['e2e4', 'c7c6', 'd2d4', 'd7d5', 'e4e5', 'c8f5', 'h2h4']","Caro-Kann Defense: Advance Variation, Tal Variation",
1212,"['e4', 'c6', 'd4', 'd5', 'e5', 'Bf5', 'Nc3']","['e2e4', 'c7c6', 'd2d4', 'd7d5', 'e4e5', 'c8f5', 'b1c3']","Caro-Kann Defense: Advance Variation, Van der Wiel Attack",
1213,"['e4', 'c6', 'd4', 'd5', 'Nf3', 'dxe4', 'Ng5']","['e2e4', 'c7c6', 'd2d4', 'd7d5', 'g1f3', 'd5e4', 'f3g5']",Caro-Kann Defense: Ulysses Gambit,
1214,"['e4', 'c6', 'd4', 'd5', 'exd5', 'cxd5', 'g4']","['e2e4', 'c7c6', 'd2d4', 'd7d5', 'e4d5', 'c6d5', 'g2g4']","Caro-Kann Defense: Exchange Variation, Bulla Attack",
1215,"['e4', 'c6', 'd4', 'd5', 'exd5', 'cxd5', 'c4']","['e2e4', 'c7c6', 'd2d4', 'd7d5', 'e4d5', 'c6d5', 'c2c4']",Caro-Kann Defense: Panov Attack,
1216,"['e4', 'c6', 'd4', 'd5', 'Nd2', 'dxe4', 'Nxe4']","['e2e4', 'c7c6', 'd2d4', 'd7d5', 'b1d2', 'd5e4', 'd2e4']",Caro-Kann Defense: Main Line,
1217,"['e4', 'c6', 'd4', 'd5', 'Nc3', 'dxe4', 'f3']","['e2e4', 'c7c6', 'd2d4', 'd7d5', 'b1c3', 'd5e4', 'f2f3']",Caro-Kann Defense: Rasa-Studier Gambit,
1218,"['e4', 'c6', 'd4', 'd5', 'Nc3', 'dxe4', 'Bc4']","['e2e4', 'c7c6', 'd2d4', 'd7d5', 'b1c3', 'd5e4', 'f1c4']",Caro-Kann Defense: von Hennig Gambit,
1219,"['e4', 'c5', 'd3', 'Nc6', 'c3', 'd6', 'f4']","['e2e4', 'c7c5', 'd2d3', 'b8c6', 'c2c3', 'd7d6', 'f2f4']",Sicilian Defense: Big Clamp Formation,
1220,"['e4', 'c5', 'Na3', 'Nc6', 'd4', 'cxd4', 'Bc4']","['e2e4', 'c7c5', 'b1a3', 'b8c6', 'd2d4', 'c5d4', 'f1c4']","Sicilian Defense: Kronberger Variation, Nemeth Gambit",
1221,"['e4', 'c5', 'd4', 'cxd4', 'Nf3', 'e5', 'c3']","['e2e4', 'c7c5', 'd2d4', 'c5d4', 'g1f3', 'e7e5', 'c2c3']","Sicilian Defense: Morphy Gambit, Andreaschek Gambit",
1222,"['e4', 'c5', 'd4', 'cxd4', 'c3', 'd3', 'c4']","['e2e4', 'c7c5', 'd2d4', 'c5d4', 'c2c3', 'd4d3', 'c3c4']","Sicilian Defense: Smith-Morra Gambit Declined, Dubois Variation",
1223,"['e4', 'c5', 'd4', 'cxd4', 'c3', 'dxc3', 'Nf3']","['e2e4', 'c7c5', 'd2d4', 'c5d4', 'c2c3', 'd4c3', 'g1f3']","Sicilian Defense: Smith-Morra Gambit, Danish Variation",
1224,"['e4', 'c5', 'Nf3', 'a6', 'd4', 'cxd4', 'Bc4']","['e2e4', 'c7c5', 'g1f3', 'a7a6', 'd2d4', 'c5d4', 'f1c4']","Sicilian Defense: O'Kelly Variation, Normal System, Cortlever Gambit",
1225,"['e4', 'c5', 'Nf3', 'a6', 'd4', 'cxd4', 'c3']","['e2e4', 'c7c5', 'g1f3', 'a7a6', 'd2d4', 'c5d4', 'c2c3']","Sicilian Defense: O'Kelly Variation, Normal System, Smith-Morra Line",
1226,"['e4', 'c5', 'Nf3', 'a6', 'd4', 'cxd4', 'Qxd4']","['e2e4', 'c7c5', 'g1f3', 'a7a6', 'd2d4', 'c5d4', 'd1d4']","Sicilian Defense: O'Kelly Variation, Normal System, Zagorovsky Line",
1227,"['e4', 'c5', 'Nf3', 'Nc6', 'Bb5', 'Na5', 'b4']","['e2e4', 'c7c5', 'g1f3', 'b8c6', 'f1b5', 'c6a5', 'b2b4']","Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, San Francisco Gambit",
1228,"['e4', 'c5', 'Nf3', 'Nc6', 'd4', 'cxd4', 'Nxd4']","['e2e4', 'c7c5', 'g1f3', 'b8c6', 'd2d4', 'c5d4', 'f3d4']",Sicilian Defense: Open,
1229,"['e4', 'c5', 'Nf3', 'e6', 'd4', 'cxd4', 'c3']","['e2e4', 'c7c5', 'g1f3', 'e7e6', 'd2d4', 'c5d4', 'c2c3']",Sicilian Defense: Smith-Morra Gambit Deferred,
1230,"['e4', 'c5', 'Nf3', 'd6', 'd4', 'cxd4', 'c3']","['e2e4', 'c7c5', 'g1f3', 'd7d6', 'd2d4', 'c5d4', 'c2c3']","Sicilian Defense: Modern Variations, Tartakower",
1231,"['e4', 'c5', 'Nf3', 'd6', 'd4', 'cxd4', 'Qxd4']","['e2e4', 'c7c5', 'g1f3', 'd7d6', 'd2d4', 'c5d4', 'd1d4']",Sicilian Defense: Chekhover Variation,
1232,"['e4', 'e6', 'd4', 'd5', 'Nf3', 'dxe4', 'Ne5']","['e2e4', 'e7e6', 'd2d4', 'd7d5', 'g1f3', 'd5e4', 'f3e5']",French Defense: Carlson Gambit,
1233,"['e4', 'e6', 'c4', 'd5', 'cxd5', 'exd5', 'Qb3']","['e2e4', 'e7e6', 'c2c4', 'd7d5', 'c4d5', 'e6d5', 'd1b3']",French Defense: Orthoschnapp Gambit,
1234,"['e4', 'e6', 'Nf3', 'd5', 'e5', 'c5', 'b4']","['e2e4', 'e7e6', 'g1f3', 'd7d5', 'e4e5', 'c7c5', 'b2b4']",French Defense: Wing Gambit,
1235,"['e4', 'e6', 'd4', 'd5', 'exd5', 'exd5', 'c4']","['e2e4', 'e7e6', 'd2d4', 'd7d5', 'e4d5', 'e6d5', 'c2c4']","French Defense: Exchange Variation, Monte Carlo Variation",
1236,"['e4', 'e6', 'd4', 'd5', 'e5', 'c5', 'c3']","['e2e4', 'e7e6', 'd2d4', 'd7d5', 'e4e5', 'c7c5', 'c2c3']",French Defense: Advance Variation,
1237,"['e4', 'e6', 'd4', 'd5', 'e5', 'c5', 'b4']","['e2e4', 'e7e6', 'd2d4', 'd7d5', 'e4e5', 'c7c5', 'b2b4']","French Defense: Advance Variation, Frenkel Gambit",
1238,"['e4', 'e6', 'd4', 'd5', 'e5', 'c5', 'Qg4']","['e2e4', 'e7e6', 'd2d4', 'd7d5', 'e4e5', 'c7c5', 'd1g4']","French Defense: Advance Variation, Nimzowitsch Attack",
1239,"['e4', 'e6', 'd4', 'd5', 'e5', 'c5', 'Nf3']","['e2e4', 'e7e6', 'd2d4', 'd7d5', 'e4e5', 'c7c5', 'g1f3']","French Defense: Advance Variation, Nimzowitsch System",
1240,"['e4', 'e6', 'd4', 'd5', 'e5', 'c5', 'dxc5']","['e2e4', 'e7e6', 'd2d4', 'd7d5', 'e4e5', 'c7c5', 'd4c5']","French Defense: Advance Variation, Steinitz Variation",
1241,"['e4', 'e6', 'd4', 'd5', 'Nd2', 'c5', 'Ngf3']","['e2e4', 'e7e6', 'd2d4', 'd7d5', 'b1d2', 'c7c5', 'g1f3']","French Defense: Tarrasch Variation, Open System, Euwe-Keres Line",
1242,"['e4', 'e6', 'd4', 'd5', 'Nd2', 'c5', 'c3']","['e2e4', 'e7e6', 'd2d4', 'd7d5', 'b1d2', 'c7c5', 'c2c3']","French Defense: Tarrasch Variation, Open System, Süchting Line",
1243,"['e4', 'e6', 'd4', 'd5', 'Nc3', 'Nc6', 'exd5']","['e2e4', 'e7e6', 'd2d4', 'd7d5', 'b1c3', 'b8c6', 'e4d5']","French Defense: Classical Variation, Svenonius Variation",
1244,"['e4', 'e6', 'd4', 'd5', 'Nc3', 'Nf6', 'Bg5']","['e2e4', 'e7e6', 'd2d4', 'd7d5', 'b1c3', 'g8f6', 'c1g5']",French Defense: Burn Variation,
1245,"['e4', 'e6', 'd4', 'd5', 'Nc3', 'Nf6', 'exd5']","['e2e4', 'e7e6', 'd2d4', 'd7d5', 'b1c3', 'g8f6', 'e4d5']","French Defense: Classical Variation, Delayed Exchange Variation",
1246,"['e4', 'e6', 'd4', 'd5', 'Nc3', 'Nf6', 'e5']","['e2e4', 'e7e6', 'd2d4', 'd7d5', 'b1c3', 'g8f6', 'e4e5']","French Defense: Classical Variation, Steinitz Variation",
1247,"['e4', 'e6', 'd4', 'd5', 'Nc3', 'Nf6', 'Bd3']","['e2e4', 'e7e6', 'd2d4', 'd7d5', 'b1c3', 'g8f6', 'f1d3']","French Defense: Classical Variation, Swiss Variation",
1248,"['e4', 'e6', 'd4', 'd5', 'Nc3', 'Nf6', 'Be3']","['e2e4', 'e7e6', 'd2d4', 'd7d5', 'b1c3', 'g8f6', 'c1e3']",French Defense: Henneberger Variation,
1249,"['e4', 'e6', 'd4', 'd5', 'Nc3', 'Bb4', 'Ne2']","['e2e4', 'e7e6', 'd2d4', 'd7d5', 'b1c3', 'f8b4', 'g1e2']","French Defense: Winawer Variation, Alekhine-Maróczy Gambit",
1250,"['e4', 'e6', 'd4', 'd5', 'Nc3', 'Bb4', 'exd5']","['e2e4', 'e7e6', 'd2d4', 'd7d5', 'b1c3', 'f8b4', 'e4d5']","French Defense: Winawer Variation, Delayed Exchange Variation",
1251,"['e4', 'e6', 'd4', 'd5', 'Nc3', 'Bb4', 'Bd2']","['e2e4', 'e7e6', 'd2d4', 'd7d5', 'b1c3', 'f8b4', 'c1d2']","French Defense: Winawer Variation, Fingerslip Variation",
1252,"['e4', 'e6', 'd4', 'd5', 'Nc3', 'Bb4', 'a3']","['e2e4', 'e7e6', 'd2d4', 'd7d5', 'b1c3', 'f8b4', 'a2a3']","French Defense: Winawer Variation, Winckelmann-Riemer Gambit",
1253,"['e4', 'e6', 'd4', 'd5', 'Nc3', 'Bb4', 'e5']","['e2e4', 'e7e6', 'd2d4', 'd7d5', 'b1c3', 'f8b4', 'e4e5']","French Defense: Winawer Variation, Advance Variation",
1254,"['e4', 'e5', 'd4', 'exd4', 'Nf3', 'c5', 'Bc4']","['e2e4', 'e7e5', 'd2d4', 'e5d4', 'g1f3', 'c7c5', 'f1c4']",Center Game: Kieseritzky Variation,
1255,"['e4', 'e5', 'd4', 'exd4', 'Nf3', 'Bc5', 'c3']","['e2e4', 'e7e5', 'd2d4', 'e5d4', 'g1f3', 'f8c5', 'c2c3']",Center Game: Lanc-Arnold Gambit,
1256,"['e4', 'e5', 'd4', 'exd4', 'Qxd4', 'Nc6', 'Qc4']","['e2e4', 'e7e5', 'd2d4', 'e5d4', 'd1d4', 'b8c6', 'd4c4']",Center Game: Hall Variation,
1257,"['e4', 'e5', 'd4', 'exd4', 'Qxd4', 'Nc6', 'Qe3']","['e2e4', 'e7e5', 'd2d4', 'e5d4', 'd1d4', 'b8c6', 'd4e3']",Center Game: Paulsen Attack Variation,
1258,"['e4', 'e5', 'Bc4', 'Bc5', 'Qe2', 'Nf6', 'f4']","['e2e4', 'e7e5', 'f1c4', 'f8c5', 'd1e2', 'g8f6', 'f2f4']","Bishop's Opening: Lopez Variation, Lopez Gambit",
1259,"['e4', 'e5', 'Bc4', 'Bc5', 'b4', 'Bxb4', 'c3']","['e2e4', 'e7e5', 'f1c4', 'f8c5', 'b2b4', 'c5b4', 'c2c3']","Bishop's Opening: McDonnell Gambit, La Bourdonnais-Denker Gambit",
1260,"['e4', 'e5', 'Bc4', 'Bc5', 'b4', 'Bxb4', 'f4']","['e2e4', 'e7e5', 'f1c4', 'f8c5', 'b2b4', 'c5b4', 'f2f4']","Bishop's Opening: McDonnell Gambit, McDonnell Double Gambit",
1261,"['e4', 'e5', 'Bc4', 'Nf6', 'Ne2', 'Nxe4', 'Nec3']","['e2e4', 'e7e5', 'f1c4', 'g8f6', 'g1e2', 'f6e4', 'e2c3']",Bishop's Opening: Pachman Gambit,
1262,"['e4', 'e5', 'Bc4', 'Nf6', 'd3', 'Nc6', 'Nc3']","['e2e4', 'e7e5', 'f1c4', 'g8f6', 'd2d3', 'b8c6', 'b1c3']",Bishop's Opening: Vienna Hybrid,
1263,"['e4', 'e5', 'Bc4', 'Nf6', 'd4', 'exd4', 'c3']","['e2e4', 'e7e5', 'f1c4', 'g8f6', 'd2d4', 'e5d4', 'c2c3']",Bishop's Opening: Warsaw Gambit,
1264,"['e4', 'e5', 'Nc3', 'Nc6', 'f4', 'exf4', 'Nf3']","['e2e4', 'e7e5', 'b1c3', 'b8c6', 'f2f4', 'e5f4', 'g1f3']","Vienna Gambit, with Max Lange Defense: Knight Variation",
1265,"['e4', 'e5', 'Nc3', 'Nc6', 'f4', 'exf4', 'd4']","['e2e4', 'e7e5', 'b1c3', 'b8c6', 'f2f4', 'e5f4', 'd2d4']","Vienna Gambit, with Max Lange Defense: Steinitz Gambit",
1266,"['e4', 'e5', 'Nc3', 'Nf6', 'Bc4', 'Bc5', 'd3']","['e2e4', 'e7e5', 'b1c3', 'g8f6', 'f1c4', 'f8c5', 'd2d3']","Bishop's Opening: Vienna Hybrid, Spielmann Attack",
1267,"['e4', 'e5', 'Nf3', 'Nf6', 'Bc4', 'Nxe4', 'Nc3']","['e2e4', 'e7e5', 'g1f3', 'g8f6', 'f1c4', 'f6e4', 'b1c3']",Bishop's Opening: Boden-Kieseritzky Gambit,
1268,"['e4', 'e5', 'Nc3', 'Nf6', 'f4', 'd5', 'd3']","['e2e4', 'e7e5', 'b1c3', 'g8f6', 'f2f4', 'd7d5', 'd2d3']","Vienna Game: Vienna Gambit, Steinitz Variation",
1269,"['e4', 'e5', 'f4', 'Bc5', 'Nf3', 'd6', 'c3']","['e2e4', 'e7e5', 'f2f4', 'f8c5', 'g1f3', 'd7d6', 'c2c3']",King's Gambit Declined: Classical Variation,
1270,"['e4', 'e5', 'f4', 'Bc5', 'Nf3', 'd6', 'b4']","['e2e4', 'e7e5', 'f2f4', 'f8c5', 'g1f3', 'd7d6', 'b2b4']","King's Gambit Declined: Classical Variation, Rotlewi Countergambit",
1271,"['e4', 'e5', 'f4', 'Bc5', 'Nf3', 'd6', 'fxe5']","['e2e4', 'e7e5', 'f2f4', 'f8c5', 'g1f3', 'd7d6', 'f4e5']","King's Gambit Declined: Classical, Soldatenkov Variation",
1272,"['e4', 'e5', 'f4', 'Qf6', 'Nc3', 'Qxf4', 'd4']","['e2e4', 'e7e5', 'f2f4', 'd8f6', 'b1c3', 'f6f4', 'd2d4']","King's Gambit Declined: Norwalde Variation, Schubert Variation",
1273,"['e4', 'e5', 'f4', 'd5', 'exd5', 'e4', 'Bb5+']","['e2e4', 'e7e5', 'f2f4', 'd7d5', 'e4d5', 'e5e4', 'f1b5']","King's Gambit Declined: Falkbeer Countergambit, Anderssen Attack",
1274,"['e4', 'e5', 'f4', 'd5', 'exd5', 'e4', 'd3']","['e2e4', 'e7e5', 'f2f4', 'd7d5', 'e4d5', 'e5e4', 'd2d3']","King's Gambit Declined: Falkbeer Countergambit, Charousek Gambit",
1275,"['e4', 'e5', 'f4', 'd5', 'Nc3', 'dxe4', 'Nxe4']","['e2e4', 'e7e5', 'f2f4', 'd7d5', 'b1c3', 'd5e4', 'c3e4']","Van Geet Opening: Grünfeld Defense, Steiner Gambit",
1276,"['e4', 'e5', 'f4', 'exf4', 'Bc4', 'Nf6', 'Nc3']","['e2e4', 'e7e5', 'f2f4', 'e5f4', 'f1c4', 'g8f6', 'b1c3']","King's Gambit Accepted: Bishop's Gambit, Bogoljubov Variation",
1277,"['e4', 'e5', 'f4', 'exf4', 'Nf3', 'd6', 'b4']","['e2e4', 'e7e5', 'f2f4', 'e5f4', 'g1f3', 'd7d6', 'b2b4']","King's Gambit Accepted: Fischer Defense, Schulder Gambit",
1278,"['e4', 'e5', 'f4', 'exf4', 'Nf3', 'd5', 'exd5']","['e2e4', 'e7e5', 'f2f4', 'e5f4', 'g1f3', 'd7d5', 'e4d5']",King's Gambit Accepted: Modern Defense,
1279,"['e4', 'e5', 'f4', 'exf4', 'Nf3', 'g5', 'Bc4']","['e2e4', 'e7e5', 'f2f4', 'e5f4', 'g1f3', 'g7g5', 'f1c4']",King's Gambit Accepted: King's Knight's Gambit,
1280,"['e4', 'e5', 'f4', 'exf4', 'Nf3', 'g5', 'Nc3']","['e2e4', 'e7e5', 'f2f4', 'e5f4', 'g1f3', 'g7g5', 'b1c3']",King's Gambit Accepted: Quade Gambit,
1281,"['e4', 'e5', 'f4', 'exf4', 'Nf3', 'g5', 'd4']","['e2e4', 'e7e5', 'f2f4', 'e5f4', 'g1f3', 'g7g5', 'd2d4']",King's Gambit Accepted: Rosentreter Gambit,
1282,"['e4', 'e5', 'f4', 'exf4', 'Nf3', 'g5', 'h4']","['e2e4', 'e7e5', 'f2f4', 'e5f4', 'g1f3', 'g7g5', 'h2h4']",King's Gambit Accepted: King's Knight's Gambit,
1283,"['e4', 'e5', 'Nf3', 'Qf6', 'Bc4', 'Qg6', 'O-O']","['e2e4', 'e7e5', 'g1f3', 'd8f6', 'f1c4', 'f6g6', 'e1g1']",King's Pawn Game: La Bourdonnais Gambit,
1284,"['e4', 'e5', 'Nf3', 'f5', 'Nxe5', 'Qf6', 'Nc4']","['e2e4', 'e7e5', 'g1f3', 'f7f5', 'f3e5', 'd8f6', 'e5c4']",Latvian Gambit Accepted: Foltys-Leonhardt Variation,
1285,"['e4', 'e5', 'Nf3', 'f5', 'Nxe5', 'Qf6', 'd4']","['e2e4', 'e7e5', 'g1f3', 'f7f5', 'f3e5', 'd8f6', 'd2d4']",Latvian Gambit Accepted: Main Line,
